0.01	7.12998e-06	-0.00320983	-0.000160146	0.0215975	-0.000104777
0.02	7.12998e-06	-0.00641966	-0.000320292	0.0431951	-0.000209555
0.03	7.12998e-06	-0.00962949	-0.000480437	0.0647926	-0.000314332
0.04	7.12998e-06	-0.0128393	-0.000640583	0.0863901	-0.000419109
0.05	6.35854e-06	-0.0160491	-0.000800728	0.107988	-0.000523886
