0.01	5.35653e-06	-0.0849122	-0.000154714	0.00214321	0.50373
0.02	5.35653e-06	-0.169824	-0.000309428	0.00428641	1.00746
0.03	5.35653e-06	-0.254737	-0.000464143	0.00642962	1.51119
0.04	5.35653e-06	-0.339649	-0.000618857	0.00857282	2.01492
0.05	4.58509e-06	-0.424561	-0.000773571	0.010716	2.51865
