0.01	6.96843e-06	-0.108883	-7.82004e-05	0.00173022	0.833404
0.02	6.96843e-06	-0.217767	-0.000156401	0.00346045	1.66681
0.03	6.96843e-06	-0.32665	-0.000234601	0.00519067	2.50021
0.04	6.96843e-06	-0.435534	-0.000312802	0.0069209	3.33362
0.05	2.53225e-06	-0.544415	-0.000391	0.00865108	4.167
