9.999999999999999547e-07 1.195984425745846693e+03
1.999999999999999909e-06 1.228696279230329758e+01
5.000000000000000409e-06 1.218318664899767256e+01
1.000000000000000082e-05 1.213428767749359238e+01
2.000000000000000164e-05 1.208508458785172657e+01
5.000000000000000240e-05 1.199415129668255986e+01
1.000000000000000048e-04 1.189253626577359491e+01
2.000000000000000096e-04 1.175335898102861698e+01
5.000000000000000104e-04 1.148894245773094269e+01
1.000000000000000021e-03 1.120066704146635672e+01
2.000000000000000042e-03 1.080658028727575370e+01
5.000000000000000104e-03 1.008370009696208136e+01
1.000000000000000021e-02 8.952690080258598471e+00
2.000000000000000042e-02 7.743158688045073568e+00
5.000000000000000278e-02 6.344939823855918704e+00
1.000000000000000056e-01 5.509091592119409242e+00
2.000000000000000111e-01 4.753622560913768780e+00
5.000000000000000000e-01 4.023077341086062297e+00
1.000000000000000000e+00 3.928257105225052559e+00
2.000000000000000000e+00 4.180135330110203995e+00
5.000000000000000000e+00 5.140648677219362028e+00
1.000000000000000000e+01 6.679995677756282113e+00
2.000000000000000000e+01 9.080784993974990726e+00
5.000000000000000000e+01 1.561266085070539233e+01
