9.999999999999999547e-07 3.122879423973095072e+03
1.999999999999999909e-06 2.686833588817625241e+03
5.000000000000000409e-06 2.428598490223814679e+03
1.000000000000000082e-05 2.370621822355862150e+03
2.000000000000000164e-05 2.401288613713871200e+03
5.000000000000000240e-05 2.625253701342011937e+03
1.000000000000000048e-04 3.063206535588343741e+03
2.000000000000000096e-04 3.977022157904884807e+03
5.000000000000000104e-04 7.435405445860329564e+03
1.000000000000000021e-03 1.381214935913312365e+04
2.000000000000000042e-03 2.000000000000000000e+04
5.000000000000000104e-03 2.000000000000000000e+04
1.000000000000000021e-02 2.000000000000000000e+04
2.000000000000000042e-02 2.000000000000000000e+04
5.000000000000000278e-02 2.000000000000000000e+04
1.000000000000000056e-01 2.000000000000000000e+04
2.000000000000000111e-01 2.000000000000000000e+04
5.000000000000000000e-01 2.000000000000000000e+04
1.000000000000000000e+00 2.000000000000000000e+04
2.000000000000000000e+00 2.000000000000000000e+04
5.000000000000000000e+00 2.000000000000000000e+04
1.000000000000000000e+01 2.000000000000000000e+04
2.000000000000000000e+01 2.000000000000000000e+04
5.000000000000000000e+01 2.000000000000000000e+04
